707.27101659,0
232.508779735,1
131.846692069,2
110.494831064,3
105.956950742,4
104.983681088,5
104.766120491,6
104.708774355,7
104.685396244,8
104.669221579,9
104.654576198,10
104.640257162,11
104.626009445,12
104.61177898,13
104.597554306,14
104.58333299,15
104.569114518,16
104.554898779,17
104.540685751,18
104.526475427,19
104.512267807,20
104.498062889,21
104.483860672,22
104.469661157,23
104.455464343,24
104.441270229,25
104.427078814,26
104.412890099,27
104.398704083,28
104.384520765,29
104.370340144,30
104.356162221,31
104.341986994,32
104.327814464,33
104.313644629,34
104.299477489,35
104.285313044,36
104.271151293,37
104.256992236,38
104.242835872,39
104.2286822,40
104.21453122,41
104.200382932,42
104.186237335,43
104.172094428,44
104.157954212,45
104.143816684,46
104.129681846,47
104.115549697,48
104.101420235,49
104.087293461,50
104.073169373,51
104.059047972,52
104.044929257,53
104.030813228,54
104.016699883,55
104.002589223,56
103.988481246,57
103.974375953,58
103.960273343,59
103.946173415,60
103.932076169,61
103.917981604,62
103.90388972,63
103.889800517,64
103.875713993,65
103.861630148,66
103.847548982,67
103.833470495,68
103.819394685,69
103.805321553,70
103.791251097,71
103.777183317,72
103.763118213,73
103.749055785,74
103.734996031,75
103.720938951,76
103.706884545,77
103.692832812,78
103.678783752,79
103.664737364,80
103.650693647,81
103.636652602,82
103.622614227,83
103.608578523,84
103.594545488,85
103.580515122,86
103.566487424,87
103.552462395,88
103.538440034,89
103.524420339,90
103.510403311,91
103.496388949,92
103.482377253,93
103.468368222,94
103.454361855,95
103.440358153,96
103.426357113,97
103.412358737,98
103.398363024,99
103.384369972,100
103.370379582,101
103.356391853,102
103.342406784,103
103.328424376,104
103.314444626,105
103.300467536,106
103.286493104,107
103.272521331,108
103.258552214,109
103.244585755,110
103.230621952,111
103.216660805,112
103.202702314,113
103.188746477,114
103.174793295,115
103.160842767,116
103.146894892,117
103.13294967,118
103.1190071,119
103.105067183,120
103.091129916,121
103.077195301,122
103.063263336,123
103.049334021,124
103.035407355,125
103.021483338,126
103.00756197,127
102.993643249,128
102.979727176,129
102.96581375,130
102.95190297,131
102.937994836,132
102.924089347,133
102.910186503,134
102.896286303,135
102.882388747,136
102.868493835,137
102.854601565,138
102.840711938,139
102.826824953,140
102.812940609,141
102.799058905,142
102.785179842,143
102.771303419,144
102.757429635,145
102.74355849,146
102.729689984,147
102.715824115,148
102.701960883,149
102.688100288,150
102.67424233,151
102.660387007,152
102.64653432,153
102.632684268,154
102.618836849,155
102.604992065,156
102.591149914,157
102.577310395,158
102.563473509,159
102.549639255,160
102.535807632,161
102.52197864,162
102.508152278,163
102.494328546,164
102.480507444,165
102.46668897,166
102.452873124,167
102.439059906,168
102.425249316,169
102.411441352,170
102.397636014,171
102.383833303,172
102.370033216,173
102.356235755,174
102.342440918,175
102.328648704,176
102.314859114,177
102.301072147,178
102.287287802,179
102.273506078,180
102.259726976,181
102.245950495,182
102.232176635,183
102.218405394,184
102.204636772,185
102.190870769,186
102.177107384,187
102.163346618,188
102.149588468,189
102.135832936,190
102.122080019,191
102.108329719,192
102.094582034,193
102.080836964,194
102.067094508,195
102.053354666,196
102.039617437,197
102.025882821,198
102.012150817,199
101.998421426,200
101.984694645,201
101.970970476,202
101.957248917,203
101.943529967,204
101.929813627,205
101.916099896,206
101.902388774,207
101.888680259,208
101.874974352,209
101.861271051,210
101.847570357,211
101.833872269,212
101.820176786,213
101.806483908,214
101.792793634,215
101.779105965,216
101.765420899,217
101.751738435,218
101.738058574,219
101.724381316,220
101.710706658,221
101.697034602,222
101.683365145,223
101.669698289,224
101.656034033,225
101.642372375,226
101.628713316,227
101.615056854,228
101.601402991,229
101.587751724,230
101.574103054,231
101.560456979,232
101.546813501,233
101.533172617,234
101.519534328,235
101.505898632,236
101.492265531,237
101.478635022,238
101.465007106,239
101.451381782,240
101.437759049,241
101.424138908,242
101.410521357,243
101.396906396,244
101.383294025,245
101.369684243,246
101.356077049,247
101.342472444,248
101.328870426,249
101.315270996,250
101.301674152,251
101.288079894,252
101.274488222,253
101.260899135,254
101.247312632,255
101.233728714,256
101.220147379,257
101.206568628,258
101.192992459,259
101.179418873,260
101.165847868,261
101.152279445,262
101.138713602,263
101.12515034,264
101.111589657,265
101.098031553,266
101.084476029,267
101.070923082,268
101.057372714,269
101.043824922,270
101.030279708,271
101.01673707,272
101.003197007,273
100.98965952,274
100.976124608,275
100.96259227,276
100.949062507,277
100.935535316,278
100.922010698,279
100.908488653,280
100.89496918,281
100.881452278,282
100.867937947,283
100.854426186,284
100.840916996,285
100.827410375,286
100.813906323,287
100.800404839,288
100.786905924,289
100.773409576,290
100.759915794,291
100.74642458,292
100.732935931,293
100.719449849,294
100.705966331,295
100.692485378,296
100.679006988,297
100.665531163,298
100.652057901,299
100.638587201,300
100.625119063,301
100.611653487,302
100.598190472,303
100.584730018,304
100.571272125,305
100.55781679,306
100.544364015,307
100.530913799,308
100.517466141,309
100.504021041,310
100.490578498,311
100.477138512,312
100.463701082,313
100.450266208,314
100.43683389,315
100.423404126,316
100.409976916,317
100.396552261,318
100.383130159,319
100.36971061,320
100.356293613,321
100.342879168,322
100.329467274,323
100.316057932,324
100.30265114,325
100.289246898,326
100.275845205,327
100.262446062,328
100.249049467,329
100.23565542,330
100.222263921,331
100.208874969,332
100.195488563,333
100.182104704,334
100.16872339,335
100.155344621,336
100.141968397,337
100.128594717,338
100.115223581,339
100.101854988,340
100.088488938,341
100.07512543,342
100.061764463,343
100.048406039,344
100.035050154,345
100.021696811,346
100.008346006,347
99.9949977418,348
99.981652016,349
99.9683088286,350
99.9549681791,351
99.9416300669,352
99.9282944918,353
99.914961453,354
99.9016309503,355
99.888302983,356
99.8749775507,357
99.8616546529,358
99.8483342892,359
99.835016459,360
99.8217011619,361
99.8083883974,362
99.795078165,363
99.7817704643,364
99.7684652946,365
99.7551626557,366
99.7418625469,367
99.7285649679,368
99.715269918,369
99.7019773969,370
99.6886874041,371
99.675399939,372
99.6621150012,373
99.6488325903,374
99.6355527057,375
99.6222753469,376
99.6090005135,377
99.5957282051,378
99.582458421,379
99.5691911609,380
99.5559264242,381
99.5426642105,382
99.5294045193,383
99.5161473501,384
99.5028927024,385
99.4896405758,386
99.4763909698,387
99.4631438839,388
99.4498993176,389
99.4366572704,390
99.4234177419,391
99.4101807316,392
99.3969462389,393
99.3837142635,394
99.3704848049,395
99.3572578625,396
99.3440334359,397
99.3308115246,398
99.3175921281,399
99.304375246,400
99.2911608777,401
99.2779490229,402
99.264739681,403
99.2515328515,404
99.2383285339,405
99.2251267279,406
99.2119274328,407
99.1987306483,408
99.1855363739,409
99.172344609,410
99.1591553532,411
99.145968606,412
99.132784367,413
99.1196026356,414
99.1064234114,415
99.0932466939,416
99.0800724827,417
99.0669007772,418
99.053731577,419
99.0405648816,420
99.0274006905,421
99.0142390033,422
99.0010798195,423
98.9879231385,424
98.97476896,425
98.9616172834,426
98.9484681083,427
98.9353214342,428
98.9221772606,429
98.9090355871,430
98.8958964131,431
98.8827597382,432
98.869625562,433
98.8564938838,434
98.8433647034,435
98.8302380201,436
98.8171138336,437
98.8039921433,438
98.7908729487,439
98.7777562495,440
98.7646420451,441
98.751530335,442
98.7384211188,443
98.7253143959,444
98.712210166,445
98.6991084286,446
98.6860091831,447
98.6729124291,448
98.6598181662,449
98.6467263938,450
98.6336371115,451
98.6205503187,452
98.6074660151,453
98.5943842002,454
98.5813048734,455
98.5682280344,456
98.5551536826,457
98.5420818176,458
98.5290124388,459
98.5159455459,460
98.5028811383,461
98.4898192156,462
98.4767597772,463
98.4637028229,464
98.4506483519,465
98.437596364,466
98.4245468585,467
98.4114998351,468
98.3984552933,469
98.3854132325,470
98.3723736524,471
98.3593365524,472
98.3463019321,473
98.333269791,474
98.3202401287,475
98.3072129446,476
98.2941882383,477
98.2811660093,478
98.2681462572,479
98.2551289815,480
98.2421141816,481
98.2291018572,482
98.2160920078,483
98.2030846328,484
98.1900797319,485
98.1770773046,486
98.1640773503,487
98.1510798686,488
98.1380848591,489
98.1250923212,490
98.1121022546,491
98.0991146587,492
98.086129533,493
98.0731468772,494
98.0601666906,495
98.0471889729,496
98.0342137236,497
98.0212409422,498
98.0082706283,499
97.9953027813,500
97.9823374009,501
97.9693744865,502
97.9564140376,503
97.9434560538,504
97.9305005347,505
97.9175474798,506
97.9045968885,507
97.8916487604,508
97.8787030952,509
97.8657598922,510
97.852819151,511
97.8398808711,512
97.8269450522,513
97.8140116936,514
97.8010807951,515
97.7881523559,516
97.7752263758,517
97.7623028543,518
97.7493817908,519
97.7364631849,520
97.7235470362,521
97.7106333441,522
97.6977221083,523
97.6848133282,524
97.6719070033,525
97.6590031333,526
97.6461017176,527
97.6332027558,528
97.6203062473,529
97.6074121919,530
97.5945205888,531
97.5816314378,532
97.5687447383,533
97.5558604899,534
97.5429786921,535
97.5300993445,536
97.5172224465,537
97.5043479977,538
97.4914759977,539
97.4786064459,540
97.465739342,541
97.4528746854,542
97.4400124757,543
97.4271527124,544
97.414295395,545
97.4014405231,546
97.3885880963,547
97.375738114,548
97.3628905757,549
97.3500454812,550
97.3372028297,551
97.324362621,552
97.3115248545,553
97.2986895297,554
97.2858566463,555
97.2730262037,556
97.2601982014,557
97.2473726391,558
97.2345495162,559
97.2217288323,560
97.2089105869,561
97.1960947796,562
97.1832814098,563
97.1704704772,564
97.1576619812,565
97.1448559214,566
97.1320522974,567
97.1192511086,568
97.1064523547,569
97.0936560351,570
97.0808621493,571
97.068070697,572
97.0552816777,573
97.0424950908,574
97.029710936,575
97.0169292127,576
97.0041499205,577
96.991373059,578
96.9785986277,579
96.9658266261,580
96.9530570537,581
96.9402899101,582
96.9275251949,583
96.9147629075,584
96.9020030476,585
96.8892456146,586
96.8764906081,587
96.8637380275,588
96.8509878726,589
96.8382401428,590
96.8254948376,591
96.8127519566,592
96.8000114993,593
96.7872734652,594
96.774537854,595
96.761804665,596
96.749073898,597
96.7363455524,598
96.7236196277,599
96.7108961235,600
96.6981750394,601
96.6854563748,602
96.6727401293,603
96.6600263025,604
96.6473148939,605
96.634605903,606
96.6218993293,607
96.6091951725,608
96.5964934321,609
96.5837941075,610
96.5710971984,611
96.5584027042,612
96.5457106246,613
96.533020959,614
96.520333707,615
96.5076488681,616
96.4949664419,617
96.482286428,618
96.4696088258,619
96.4569336349,620
96.4442608548,621
96.4315904851,622
96.4189225254,623
96.4062569751,624
96.3935938338,625
96.3809331011,626
96.3682747765,627
96.3556188595,628
96.3429653497,629
96.3303142466,630
96.3176655497,631
96.3050192587,632
96.292375373,633
96.2797338922,634
96.2670948158,635
96.2544581434,636
96.2418238746,637
96.2291920087,638
96.2165625455,639
96.2039354844,640
96.1913108251,641
96.1786885669,642
96.1660687095,643
96.1534512525,644
96.1408361953,645
96.1282235375,646
96.1156132786,647
96.1030054183,648
96.090399956,649
96.0777968912,650
96.0651962236,651
96.0525979527,652
96.0400020779,653
96.027408599,654
96.0148175153,655
